age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
19-24,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,40,United-States,<=50K
35-44,Private,11th,7,Married-spouse-absent,Transport-moving,Own-child,White,Male,None,None,36,Mexico,<=50K
35-44,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,United-States,<=50K
45-54,Private,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Male,None,None,50,United-States,<=50K
0-18,Private,12th,8,Never-married,Sales,Own-child,White,Female,None,None,6,United-States,<=50K
25-34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,50,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,None,None,24,United-States,<=50K
25-34,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,40,United-States,<=50K
25-34,?,HS-grad,9,Never-married,?,Unmarried,Black,Female,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,50,United-States,>50K
25-34,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,None,None,42,United-States,<=50K
35-44,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,None,None,60,United-States,>50K
45-54,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,40,United-States,<=50K
35-44,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,40,United-States,<=50K
25-34,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,None,None,40,United-States,<=50K
45-54,Local-gov,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,None,None,40,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,None,None,40,United-States,<=50K
65+,Private,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,20,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,White,Male,None,None,40,United-States,<=50K
35-44,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,None,None,40,United-States,<=50K
19-24,Self-emp-inc,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Local-gov,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,Black,Female,None,None,40,United-States,<=50K
55-64,?,10th,6,Divorced,?,Not-in-family,White,Female,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,None,None,30,United-States,>50K
19-24,Private,Preschool,1,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,None,None,40,Laos,<=50K
0-18,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,None,None,38,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,40,United-States,<=50K
19-24,Self-emp-inc,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,None,None,35,South,<=50K
35-44,Private,HS-grad,9,Divorced,Tech-support,Own-child,White,Male,None,None,45,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,None,None,43,?,<=50K
25-34,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,48,United-States,<=50K
65+,?,11th,7,Divorced,?,Not-in-family,Asian-Pac-Islander,Female,None,None,15,United-States,<=50K
0-18,Self-emp-not-inc,11th,7,Never-married,Craft-repair,Own-child,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,None,None,40,Mexico,<=50K
25-34,Private,Masters,14,Never-married,Sales,Not-in-family,White,Male,None,None,65,?,<=50K
45-54,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,60,United-States,>50K
25-34,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,None,None,45,United-States,<=50K
19-24,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,40,United-States,<=50K
45-54,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,50,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,None,None,30,United-States,<=50K
45-54,Private,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,None,None,40,United-States,<=50K
35-44,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,35,United-States,>50K
19-24,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Male,None,None,40,United-States,<=50K
45-54,Private,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,None,None,40,United-States,<=50K
55-64,Private,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Female,None,None,40,United-States,<=50K
35-44,Self-emp-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,None,None,48,United-States,<=50K
19-24,Private,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,None,None,55,United-States,<=50K
25-34,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,44,United-States,<=50K
35-44,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,Black,Male,None,None,40,United-States,<=50K
45-54,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,None,None,40,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,None,None,40,United-States,<=50K
55-64,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,None,None,70,United-States,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,45,United-States,<=50K
19-24,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
65+,?,Assoc-acdm,12,Widowed,?,Not-in-family,White,Female,None,None,4,United-States,<=50K
35-44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,45,Germany,>50K
35-44,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,28,United-States,<=50K
55-64,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Self-emp-not-inc,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,Black,Male,None,None,10,United-States,<=50K
45-54,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,40,United-States,<=50K
45-54,Local-gov,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Black,Male,None,None,40,United-States,<=50K
65+,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,None,None,20,United-States,<=50K
25-34,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,>50K
35-44,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,50,United-States,>50K
55-64,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,United-States,>50K
45-54,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,46,United-States,<=50K
25-34,Private,HS-grad,9,Separated,Other-service,Unmarried,White,Female,None,None,40,United-States,<=50K
45-54,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,None,None,80,United-States,>50K
19-24,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,United-States,<=50K
35-44,Self-emp-not-inc,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,None,None,40,United-States,<=50K
35-44,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Private,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,None,None,40,United-States,<=50K
55-64,?,Bachelors,13,Divorced,?,Unmarried,White,Female,None,None,40,United-States,<=50K
55-64,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,?,<=50K
65+,Federal-gov,11th,7,Widowed,Adm-clerical,Not-in-family,White,Female,None,None,20,United-States,<=50K
35-44,Self-emp-not-inc,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,None,None,10,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
55-64,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,None,None,40,United-States,<=50K
25-34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,55,United-States,<=50K
45-54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,46,United-States,>50K
65+,?,7th-8th,4,Separated,?,Not-in-family,White,Female,None,None,15,United-States,<=50K
35-44,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,None,None,55,United-States,<=50K
45-54,Federal-gov,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Female,None,None,40,United-States,<=50K
55-64,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,Puerto-Rico,>50K
45-54,Private,10th,6,Separated,Adm-clerical,Unmarried,Black,Female,None,None,40,United-States,<=50K
0-18,Private,12th,8,Never-married,Prof-specialty,Own-child,White,Male,None,None,20,United-States,<=50K
35-44,Private,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,None,None,40,United-States,<=50K
25-34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,40,United-States,>50K
45-54,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,60,?,>50K
35-44,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,None,None,40,United-States,<=50K
55-64,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,9,United-States,>50K
35-44,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,None,None,60,United-States,>50K
19-24,Private,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,40,Mexico,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,United-States,<=50K
55-64,Private,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,None,None,40,United-States,>50K
25-34,Private,12th,8,Married-civ-spouse,Sales,Husband,White,Male,None,None,40,United-States,>50K
25-34,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,None,None,20,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,None,None,40,United-States,>50K
0-18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,None,None,30,United-States,<=50K
35-44,Private,HS-grad,9,Separated,Other-service,Not-in-family,Black,Female,None,None,40,United-States,<=50K
45-54,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,48,United-States,>50K
25-34,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,None,None,85,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,60,United-States,<=50K
35-44,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,35,United-States,<=50K
35-44,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,84,United-States,<=50K
35-44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,50,United-States,>50K
35-44,Private,9th,5,Separated,Craft-repair,Unmarried,Black,Male,None,None,40,United-States,<=50K
0-18,Private,10th,6,Never-married,Other-service,Own-child,Black,Male,None,None,10,United-States,<=50K
45-54,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,40,United-States,>50K
55-64,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,45,Germany,<=50K
25-34,Private,Some-college,10,Never-married,Sales,Unmarried,White,Male,None,None,50,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,None,None,40,Mexico,<=50K
35-44,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,40,?,<=50K
25-34,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,None,None,40,United-States,<=50K
0-18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,None,None,30,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,65,United-States,<=50K
35-44,Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Private,5th-6th,3,Never-married,Farming-fishing,Own-child,White,Male,None,None,25,Mexico,<=50K
45-54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,51,United-States,<=50K
19-24,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Self-emp-inc,Bachelors,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,None,None,35,Taiwan,<=50K
55-64,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,50,United-States,<=50K
55-64,Local-gov,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,40,United-States,<=50K
65+,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,99,United-States,<=50K
45-54,Federal-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,None,None,40,United-States,<=50K
0-18,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,None,None,25,United-States,<=50K
25-34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,United-States,<=50K
25-34,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,45,Germany,>50K
19-24,Private,Some-college,10,Never-married,Sales,Other-relative,White,Male,None,None,35,United-States,<=50K
35-44,Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Female,None,None,34,United-States,<=50K
35-44,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,None,None,40,Nicaragua,<=50K
19-24,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,60,United-States,<=50K
55-64,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,55,United-States,<=50K
35-44,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,None,None,60,Mexico,>50K
19-24,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,None,None,30,Puerto-Rico,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,36,United-States,<=50K
35-44,Self-emp-inc,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female,None,None,20,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,None,None,45,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,None,None,40,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,None,None,30,India,<=50K
45-54,State-gov,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,None,None,45,United-States,<=50K
65+,Local-gov,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,None,None,13,United-States,<=50K
45-54,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,United-States,>50K
45-54,Local-gov,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,None,None,70,United-States,<=50K
35-44,Local-gov,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,Black,Female,None,None,60,United-States,>50K
19-24,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,None,None,35,United-States,<=50K
45-54,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,None,None,44,United-States,<=50K
25-34,Private,HS-grad,9,Married-AF-spouse,Sales,Husband,White,Male,None,None,55,United-States,<=50K
19-24,Private,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female,None,None,15,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,None,None,40,United-States,<=50K
19-24,Private,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Female,None,None,25,United-States,<=50K
25-34,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,45,England,<=50K
55-64,Local-gov,Masters,14,Divorced,Other-service,Unmarried,Black,Female,None,None,40,United-States,<=50K
35-44,Private,11th,7,Divorced,Sales,Other-relative,White,Female,None,None,40,United-States,<=50K
65+,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,45,United-States,<=50K
25-34,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
65+,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,None,None,25,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,None,None,40,United-States,<=50K
45-54,Local-gov,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,30,United-States,<=50K
35-44,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,Black,Male,None,None,40,United-States,<=50K
55-64,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,45,United-States,<=50K
55-64,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,None,None,40,United-States,<=50K
35-44,Private,9th,5,Divorced,Other-service,Other-relative,White,Female,None,None,35,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,None,None,20,United-States,<=50K
45-54,Local-gov,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,None,None,25,United-States,<=50K
45-54,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,None,None,30,United-States,>50K
45-54,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,40,United-States,<=50K
25-34,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,England,<=50K
35-44,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,None,None,40,United-States,<=50K
45-54,Private,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,None,None,40,United-States,>50K
35-44,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,None,None,40,United-States,<=50K
45-54,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
55-64,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,None,None,40,United-States,<=50K
45-54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,50,United-States,>50K
25-34,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,None,None,40,United-States,>50K
45-54,?,Some-college,10,Married-civ-spouse,?,Wife,White,Female,None,None,40,United-States,>50K
35-44,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,United-States,>50K
45-54,Private,Assoc-acdm,12,Widowed,Tech-support,Unmarried,White,Male,None,None,40,United-States,>50K
45-54,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,None,None,40,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,None,None,25,United-States,<=50K
19-24,?,Assoc-acdm,12,Never-married,?,Not-in-family,White,Female,None,None,32,United-States,<=50K
35-44,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,40,United-States,<=50K
45-54,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,40,United-States,<=50K
45-54,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,>50K
25-34,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,49,United-States,>50K
45-54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,None,None,40,United-States,<=50K
55-64,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,None,None,12,United-States,<=50K
45-54,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,45,United-States,<=50K
35-44,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,40,United-States,<=50K
55-64,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,None,None,40,United-States,<=50K
25-34,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,None,None,40,United-States,<=50K
25-34,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,35,United-States,<=50K
25-34,Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Private,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,None,None,40,United-States,<=50K
0-18,Private,10th,6,Never-married,Other-service,Own-child,White,Male,None,None,12,United-States,<=50K
45-54,Local-gov,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,40,United-States,<=50K
55-64,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Own-child,White,Female,None,None,40,?,<=50K
35-44,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,50,United-States,<=50K
25-34,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,None,None,48,United-States,>50K
35-44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,40,Canada,<=50K
45-54,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,45,United-States,<=50K
35-44,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,None,None,60,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,None,None,40,United-States,<=50K
25-34,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,None,None,50,United-States,<=50K
25-34,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Other-relative,White,Male,None,None,45,United-States,<=50K
35-44,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,Puerto-Rico,<=50K
35-44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,45,United-States,>50K
35-44,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,None,None,36,United-States,<=50K
19-24,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Own-child,White,Male,None,None,53,United-States,<=50K
19-24,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,32,United-States,<=50K
35-44,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Male,None,None,40,United-States,<=50K
55-64,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,None,None,38,United-States,>50K
35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
35-44,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,60,?,<=50K
45-54,Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,None,None,40,United-States,<=50K
35-44,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,None,None,48,United-States,>50K
25-34,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,None,None,40,United-States,<=50K
25-34,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,40,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,None,None,40,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,None,None,15,United-States,<=50K
25-34,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Other-relative,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,None,None,25,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,None,None,23,United-States,<=50K
55-64,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,None,None,40,United-States,<=50K
19-24,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Female,None,None,25,United-States,<=50K
25-34,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,None,None,40,Mexico,<=50K
65+,State-gov,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,8,United-States,<=50K
25-34,Private,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,White,Female,None,None,32,United-States,<=50K
45-54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,35,United-States,<=50K
25-34,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,60,United-States,<=50K
25-34,Without-pay,Some-college,10,Married-civ-spouse,Farming-fishing,Own-child,White,Male,None,None,65,United-States,<=50K
